source,target
noraj_williams,timgradtim
LeVostreGC,jamieparis
JonathanHsy,timgradtim
EnglishIUB,mandyzoch
AdmitMeChorus,timgradtim
Nicosia_Marissa,Shxperienced
jotis13,timgradtim
noraj_williams,sally_barnden
jotis13,ashleymomara
JonathanHsy,sally_barnden
jotis13,sally_barnden
DrSusanAnderson,sally_barnden
K_Leonard_PhD,JonathanHsy
Laura_Estill,timgradtim
mccqua,AdmitMeChorus
JonathanHsy,AdmitMeChorus
DrSusanAnderson,sally_barnden
tfrancisco203,timgradtim
jonathanhholmes,roaringgirle
andreacrow,timgradtim
mccqua,Laura_Estill
JonathanHsy,noraj_williams
JonathanHsy,sally_barnden
K_Leonard_PhD,noraj_williams
masten_j,keenera
KatyaRahel,Laura_Estill
JonathanHsy,AdmitMeChorus
JonathanHsy,sally_barnden
YasmineHachimi,prof_nmehdiz
YasmineHachimi,ProfKFH
YasmineHachimi,_theBrownprint_
YasmineHachimi,prof_nmehdiz
harrymccarthy,noraj_williams
harrymccarthy,thea987
EarlyModConv,owilliamsdc
gwayvt,roaringgirle
JonathanHsy,prof_nmehdiz
JonathanHsy,ProfKFH
JonathanHsy,_theBrownprint_
JonathanHsy,CL_Horne
tfrancisco203,Laura_Estill
jotis13,JonathanHsy
yuri_c_anjos,CUPAcademic
noraj_williams,timgradtim
JonathanHsy,sally_barnden
jotis13,Laura_Estill
JonathanHsy,ashleymomara
ronanhatfull,emeramchugh
ronanhatfull,noraj_williams
ronanhatfull,thea987
JonathanHsy,Laura_Estill
unibcarlson,DrAmyKenny
jotis13,ashleymomara
roaringgirle,WorldShakesBib
roaringgirle,heidicraig
Rullsenberg,DrPeteKirwan
Nicosia_Marissa,timgradtim
jotis13,emeramchugh
Nicosia_Marissa,WorldShakesBib
Nicosia_Marissa,heidicraig
noraj_williams,roaringgirle
JohnDranski,Shakespeare
JohnDranski,GoodTickleBrain
Laura_Estill,prof_nmehdiz
Laura_Estill,ProfKFH
Laura_Estill,_theBrownprint_
madepn,KatePitt
prof_nmehdiz,ProfKFH
prof_nmehdiz,_theBrownprint_
AdmitMeChorus,ProfKFH
jotis13,timgradtim
jotis13,_theBrownprint_
jotis13,ProfKFH
andykesson,gwayvt
wanderlanderr,DrSonjaKleij
wanderlanderr,roaringgirle
WorldShakesBib,heidicraig
jeffreyjcohen,DDDrewDaniel
jotis13,sally_barnden
jotis13,jamieparis
unibcarlson,MarGalarrita
Exhaust_Fumes,noraj_williams
MPowellDavies,noraj_williams
hbachrach,ElizETavares
EHPC_BookSeries,SarahCrover
DrSonjaKleij,roaringgirle
Laura_Estill,emeramchugh
DrSusanAnderson,timgradtim
emeramchugh,roaringgirle
brandycwill,_theBrownprint_
ashleymomara,ADietering
ashleymomara,YasmineHachimi
CristinaLAlfar,DrAmyKenny
CristinaLAlfar,PalgraveLit
loudroaringgirl,jmbnpa
ashleymomara,timgradtim
ashleymomara,timgradtim
ashleymomara,_theBrownprint_
ashleymomara,ProfKFH
unibcarlson,ProfKFH
gwayvt,thea987
gwayvt,gwayvt
gwayvt,vicorredera
CarlaDellaGatta,keenera
CristinaLAlfar,LostPlayhouse
jmbnpa,JonathanHsy
timgradtim,_theBrownprint_
timgradtim,ProfKFH
GROIDS2235,chicagoshakes
unibcarlson,ADietering
unibcarlson,DrFarahKC
bkadams,dnmcinnis
bkadams,bkadams
DrDadabhoy,_theBrownprint_
reduced,KatePitt
reduced,LMDAmericas
DrCatherineT,jmbnpa
DrCatherineT,DrSusanAnderson
DrSusanAnderson,jmbnpa
DrSusanAnderson,cromsaunders
BasilMenethil,prof_nmehdiz
DennisBritton3,ProfKFH
recverso,jamieparis
unibcarlson,DrDadabhoy
unibcarlson,DrDadabhoy
unibcarlson,pakhimie
unibcarlson,DrDadabhoy
unibcarlson,DrDadabhoy
AmericanMoor,DrDadabhoy
cromsaunders,jmbnpa
cromsaunders,cromsaunders
LinZ_PhD,jmbnpa
jmbnpa,cromsaunders
WittyMsWhitty,jesshamlet
WittyMsWhitty,MBU_Shakespeare
MiraAssafK,DDDrewDaniel
JonathanHsy,aliciaandrz
JonathanHsy,sydneeisanelf
JonathanHsy,ashleymomara
JonathanHsy,DrDadabhoy
JonathanHsy,DrDadabhoy
JonathanHsy,ashleymomara
JonathanHsy,JustinPShaw
JonathanHsy,penelope_hg
JonathanHsy,MarGalarrita
JonathanHsy,DennisBritton3
JonathanHsy,ashleymomara
JonathanHsy,ProfKFH
JonathanHsy,ashleymomara
JonathanHsy,ashleymomara
JonathanHsy,MarGalarrita
JonathanHsy,ashleymomara
crowneofbookes,mandyzoch
JonathanHsy,ashleymomara
JonathanHsy,royce_best
JonathanHsy,ashleymomara
JonathanHsy,arifried
JonathanHsy,MarGalarrita
DerekVindice,noraj_williams
WarrenIsDead,prof_nmehdiz
JonathanHsy,ashleymomara
cromsaunders,jmbnpa
DerekVindice,thea987
SC_Coursey,prof_nmehdiz
JonathanHsy,helsbelshopkins
JonathanHsy,bardythoughts
JonathanHsy,andykesson
JonathanHsy,NadiaNadarajah
JonathanHsy,aldebaran_turns
JonathanHsy,DDDrewDaniel
JonathanHsy,prof_nmehdiz
JonathanHsy,gwayvt
AlysiaKolentsis,jamieparis
JonathanHsy,ADietering
JonathanHsy,YasmineHachimi
JonathanHsy,AlysiaKolentsis
JonathanHsy,prof_nmehdiz
JonathanHsy,eelleb
JonathanHsy,DDDrewDaniel
JonathanHsy,ProfKFH
JonathanHsy,prof_nmehdiz
JonathanHsy,noraj_williams
SORAAADWorkshop,JonathanHsy
SORAAADWorkshop,arifried
SORAAADWorkshop,DrSamiSchalk
JonathanHsy,jamieparis
JonathanHsy,arifried
JonathanHsy,DrSamiSchalk
jesshamlet,MBU_Shakespeare
raywilcockson,KatePitt
tfrancisco203,ProfOLeary
jmbnpa,ashleymomara
ADietering,prof_nmehdiz
theduckascended,KatePitt
publicradionerd,ProfKFH
publicradionerd,prof_nmehdiz
DrSusanAnderson,DrPeteKirwan
kyrichards,KatePitt
acmrs_org,mlarubio
acmrs_org,noraj_williams
KathrynVSantos,emeramchugh
KathrynVSantos,KathrynVSantos
Thisbysmantle,valfazel
justjenerally,prof_nmehdiz
justjenerally,prof_nmehdiz
TheLarsenatooor,KatePitt
CEMichael,DrJeffreyWilson
emeramchugh,noraj_williams
acmrs_org,jotis13
trickyholly,prof_nmehdiz
emeramchugh,prof_nmehdiz
e_ekelly,prof_nmehdiz
DrPeteKirwan,prof_nmehdiz
Nymeria_nam,literainglesa
acmrs_org,prof_nmehdiz
vicorredera,thea987
vicorredera,gwayvt
vicorredera,vicorredera
vicorredera,ShakesInstitute
vicorredera,ronanhatfull
ashleymomara,aliciaandrz
C_Hendrick,KatePitt
_MelEvans,emeramchugh
_MelEvans,keenera
_MelEvans,mandyzoch
xolovejoshy,KatePitt
bkadams,prof_nmehdiz
UKShakespeare,KatePitt
trickyholly,DDDrewDaniel
eyates33,prof_nmehdiz
e_ekelly,dnmcinnis
vicorredera,gwayvt
acmrs_org,prof_nmehdiz
WhosoList2Hunt,eelleb
vicorredera,DrDadabhoy
jotis13,DDDrewDaniel
acmrs_org,DDDrewDaniel
MPowellDavies,MaloneSociety
acmrs_org,prof_nmehdiz
jotis13,emeramchugh
jotis13,keenera
jotis13,mandyzoch
jotis13,prof_nmehdiz
Nicosia_Marissa,heatherfro
Nicosia_Marissa,roaringgirle
Nicosia_Marissa,Nicosia_Marissa
acmrs_org,ADietering
acmrs_org,YasmineHachimi
emeramchugh,keenera
emeramchugh,mandyzoch
ADietering,YasmineHachimi
acmrs_org,gwayvt
WhosoList2Hunt,keenera
WhosoList2Hunt,mandyzoch
NicoleSheriko,keenera
NicoleSheriko,mandyzoch
ShakespeareRes,CambShakespeare
ASC_Liz,Jax_McClelland
ASC_Liz,shakespearectr
ASC_Liz,CarnegieMellon
ASC_Liz,Jax_McClelland
ASC_Liz,shakespearectr
ASC_Liz,Jax_McClelland
ASC_Liz,shakespearectr
essaykit,thea987
essaykit,DianaHe23732776
MedievalPhDemon,ADietering
MedievalPhDemon,DrFarahKC
kyrichards,Jax_McClelland
kyrichards,shakespearectr
friede,Exhaust_Fumes
Shakesandtea,KatePitt
ERaftopoulos,CUPAcademic
emeramchugh,KathrynVSantos
Jax_McClelland,shakespearectr
ThatAuntZelda,ashleymomara
bkadams,ElizETavares
andykesson,NadiaNadarajah
jmbnpa,bardythoughts
Geeker_Sneaker,KatePitt
UmmAlDunya,KatePitt
cromsaunders,pagestostages
jmbnpa,andykesson
jmbnpa,jmbnpa
jmbnpa,LinZ_PhD
jmbnpa,pagestostages
helsbelshopkins,DrDadabhoy
Jax_McClelland,shakespearectr
Jax_McClelland,CarnegieMellon
Jax_McClelland,shakespearectr
Jax_McClelland,CarnegieMellon
jbrinke0,KatePitt
Docs_and_Digits,EpistolaryBrown
Docs_and_Digits,Mattie_Burkert
Docs_and_Digits,Laura_Estill
Bigger6Romantix,ProfKFH
emeramchugh,noraj_williams
emeramchugh,emeramchugh
mccqua,crowneofbookes
thatNigerianAce,K_Leonard_PhD
FoemanCarrot,emeramchugh
FoemanCarrot,noraj_williams
FoemanCarrot,thea987
thea987,DianaHe23732776
thea987,asrefskou
thea987,DrDadabhoy
thea987,gwayvt
thea987,vicorredera
ThriftyTheatre,KatePitt
thea987,DianaHe23732776
thea987,asrefskou
thea987,DrDadabhoy
Exhaust_Fumes,charlenevsmith
ashleymomara,recverso
noraj_williams,Exhaust_Fumes
noraj_williams,aldebaran_turns
thea987,DianaHe23732776
thea987,asrefskou
thea987,DrDadabhoy
DigiCavendish,Laura_Estill
DigiCavendish,S_moores
DigiCavendish,DigiCavendish
Exhaust_Fumes,aldebaran_turns
aasearle,owilliamsdc
S_moores,Laura_Estill
S_moores,S_moores
S_moores,DigiCavendish
lucycmunro,NobleHadassah
jakerr35,Exhaust_Fumes
Lollardfish,JonathanHsy
Laura_Estill,S_moores
Laura_Estill,DigiCavendish
aelagrand,owilliamsdc
RickGodden,ashleymomara
noraj_williams,charlenevsmith
LaraDodds,NobleHadassah
LaraDodds,Exhaust_Fumes
lucycmunro,MaloneSociety
SORAAADWorkshop,JonathanHsy
lucycmunro,MaloneSociety
SORAAADWorkshop,JonathanHsy
lucycmunro,MaloneSociety
SORAAADWorkshop,JonathanHsy
writingmedieval,ashleymomara
writingmedieval,arifried
BlueArmyMan117,ashleymomara
BlueArmyMan117,arifried
MaloneSociety,lucycmunro
MaloneSociety,andykesson
SureAsMel,FolgerLibrary
CharleneCruxent,AlysiaKolentsis
c_perry,thea987
c_perry,DianaHe23732776
c_perry,asrefskou
thea987,DianaHe23732776
thea987,asrefskou
thea987,DrDadabhoy
thea987,DianaHe23732776
thea987,asrefskou
ElizETavares,dnmcinnis
ElizETavares,DREditions
ElizETavares,InternetShakes
ashleymomara,arifried
_MelEvans,dnmcinnis
DRosvally,FolgerLibrary
DrDadabhoy,rgwakeman
thea987,DianaHe23732776
thea987,asrefskou
dr_pangallo,dnmcinnis
BasiraProject,djbduncan
BasiraProject,OUPAcademic
aasearle,dnmcinnis
ElizETavares,dnmcinnis
lucycmunro,andykesson
lucycmunro,pakhimie
thea987,DianaHe23732776
ashleymomara,DrAliceQst
e_ekelly,noraj_williams
sillybaere,KatePitt
Laura_Estill,timgradtim
KaysiSheehan,KatePitt
proynz,rgwakeman
ashleymomara,royce_best
MarGalarrita,Elysabethgrace
FoemanCarrot,noraj_williams
FoemanCarrot,emeramchugh
be_the_serpent,KatePitt
DrDadabhoy,MarGalarrita
johnrladd,roaringgirle
johnrladd,heatherfro
LaraDodds,rgwakeman
noraj_williams,Exhaust_Fumes
e_ekelly,rgwakeman
LaraDodds,Exhaust_Fumes
nbhscaughill,KatePitt
ERLathrop,ProfKFH
nrhelms,ashleymomara
noraj_williams,crowneofbookes
ljbertrand09,KatePitt
ashleymomara,recverso
MarGalarrita,DennisBritton3
RickGodden,ashleymomara
heatherfro,roaringgirle
heatherfro,Nicosia_Marissa
ashleymomara,arifried
FolgerLibrary,KatePitt
SoundJack426,Exhaust_Fumes
Shakespeare,GoodTickleBrain
e_ekelly,dr_pangallo
Shakespeare,Exhaust_Fumes
16thCenturyGirl,KatePitt
noraj_williams,Exhaust_Fumes
noraj_williams,B_as_in_Boat
Exhaust_Fumes,B_as_in_Boat
ashleymomara,JonathanHsy
ashleymomara,JustinPShaw
ElizETavares,ShakespeareEdit
eelleb,justjenerally
eelleb,bkadams
noraj_williams,penelope_hg
MarGalarrita,Elysabethgrace
prof_nmehdiz,DrDadabhoy
ashleymomara,JustinPShaw
noraj_williams,Exhaust_Fumes
justjenerally,ShakespeareEdit
acmrs_org,ADietering
acmrs_org,DrFarahKC
16thCenturyGirl,KatePitt
DrJeffreyWilson,ashleymomara
YasmineHachimi,aliciaandrz
YasmineHachimi,sydneeisanelf
RickGodden,ashleymomara
MoxyMolly,wynkenhimself
JJMcEvilla,Ardenpublisher
ERLathrop,aliciaandrz
ERLathrop,sydneeisanelf
RickGodden,ashleymomara
aliciaandrz,sydneeisanelf
RickGodden,ashleymomara
RickGodden,arifried
RickGodden,ashleymomara
RickGodden,ashleymomara
RickGodden,JustinPShaw
ashleymomara,JustinPShaw
prof_nmehdiz,DrDadabhoy
prof_nmehdiz,drlettycgarcia
prof_nmehdiz,drlettycgarcia
heatherfro,roaringgirle
heatherfro,heatherfro
ashleymomara,RickGodden
ashleymomara,RickGodden
piko3000,KatePitt
ERLathrop,DrDadabhoy
ERLathrop,drlettycgarcia
prof_nmehdiz,DrDadabhoy
prof_nmehdiz,drlettycgarcia
martinevanelk,roaringgirle
martinevanelk,heatherfro
DrDadabhoy,drlettycgarcia
noraj_williams,DRosvally
ERLathrop,ElizETavares
aasearle,justjenerally
prof_nmehdiz,DrDadabhoy
prof_nmehdiz,drlettycgarcia
ERLathrop,prof_nmehdiz
ERLathrop,drlettycgarcia
DRosvally,ElizETavares
DrDadabhoy,drlettycgarcia
YasmineHachimi,ADietering
YasmineHachimi,DrFarahKC
ashleymomara,arifried
JJMcEvilla,aventure_yfalle
thea987,gwayvt
thea987,vicorredera
thea987,ShakesInstitute
thea987,ronanhatfull
noraj_williams,Shakespeare
noraj_williams,TwasFletcher
crowneofbookes,mccqua
JJMcEvilla,shakespeareapp
ElenaVLevenson,KatePitt
DrDadabhoy,drlettycgarcia
jmgmbl,roaringgirle
jmgmbl,heatherfro
LaraDodds,jotis13
ashleymomara,royce_best
MarGalarrita,DrDadabhoy
jmgmbl,justjenerally
jmgmbl,bkadams
aasearle,noraj_williams
prof_nmehdiz,drlettycgarcia
thea987,DrDadabhoy
RickGodden,JonathanHsy
ashleymomara,emilylylo
thea987,gwayvt
thea987,vicorredera
thea987,ShakesInstitute
thea987,ronanhatfull
noraj_williams,charlenevsmith
justjenerally,JJMcEvilla
ashleymomara,DrAliceQst
DrDadabhoy,vicorredera
prof_nmehdiz,drlettycgarcia
e_ekelly,justjenerally
e_ekelly,bkadams
e_ekelly,justjenerally
e_ekelly,bkadams
justjenerally,ElizETavares
ElizETavares,JonathanHsy
ERLathrop,DrDadabhoy
ERLathrop,drlettycgarcia
ERLathrop,MarGalarrita
thea987,gwayvt
thea987,vicorredera
thea987,ShakesInstitute
thea987,ronanhatfull
DrDadabhoy,drlettycgarcia
ERLathrop,JonathanHsy
e_ekelly,FayazKabani
aasearle,roaringgirle
aasearle,heatherfro
shakespearectr,WittyMsWhitty
shakespearectr,ASC_Sarahe
Usman_Sheikh090,rgwakeman
roaringgirle,heatherfro
thea987,gwayvt
thea987,vicorredera
thea987,ShakesInstitute
thea987,ronanhatfull
noraj_williams,crowneofbookes
jotis13,Mattie_Burkert
jotis13,JonathanPLamb
jotis13,EpistolaryBrown
jotis13,owilliamsdc
jotis13,JJMcEvilla
ElizETavares,AKisery
e_ekelly,crowneofbookes
e_ekelly,rgwakeman
noraj_williams,KathrynVSantos
terrawindham,KatePitt
noraj_williams,ERLathrop
justjenerally,dnmcinnis
justjenerally,bkadams
dnmcinnis,bkadams
TimothyDArner,KWaldenPhD
TimothyDArner,letsshall
T_Thurai,rare_cooking
justjenerally,bkadams
aasearle,EpistolaryBrown
aasearle,Mattie_Burkert
DRosvally,KatePitt
aasearle,justjenerally
aasearle,bkadams
_MelEvans,ElizETavares
ERLathrop,justjenerally
ERLathrop,bkadams
justjenerally,dr_pangallo
sydneeisanelf,aliciaandrz
sydneeisanelf,DDDrewDaniel
justjenerally,bkadams
MarGalarrita,DrDadabhoy
ERLathrop,ElizETavares
ERLathrop,DrDadabhoy
thea987,gwayvt
thea987,vicorredera
thea987,ShakesInstitute
here2beliterary,DREditions
noraj_williams,MoxyMolly
friede,Exhaust_Fumes
aliciaandrz,ERLathrop
Mattie_Burkert,jotis13
Mattie_Burkert,FolgerLibrary
asrefskou,HamletHologram
noraj_williams,Exhaust_Fumes
asrefskou,Thisbysmantle
asrefskou,DrDadabhoy
Mattie_Burkert,timgradtim
BlueArmyMan117,ashleymomara
rgwakeman,Exhaust_Fumes
prof_nmehdiz,DrDadabhoy
aliciaandrz,DDDrewDaniel
penelope_hg,badinfinity2
Mattie_Burkert,EpistolaryBrown
Mattie_Burkert,jotis13
abdlhmtarvs,DDDrewDaniel
Mattie_Burkert,owilliamsdc
Mattie_Burkert,Mattie_Burkert
Mattie_Burkert,EpistolaryBrown
Mattie_Burkert,Mattie_Burkert
Mattie_Burkert,Laura_Estill
Mattie_Burkert,EpistolaryBrown
Mattie_Burkert,Mattie_Burkert
noraj_williams,DrDadabhoy
Mattie_Burkert,EpistolaryBrown
Mattie_Burkert,Mattie_Burkert
Mattie_Burkert,EpistolaryBrown
Mattie_Burkert,Mattie_Burkert
jotis13,Mattie_Burkert
Mattie_Burkert,EpistolaryBrown
Mattie_Burkert,Mattie_Burkert
Mattie_Burkert,S_moores
Mattie_Burkert,DigiCavendish
Mattie_Burkert,EpistolaryBrown
ProfKFH,HamletHologram
ProfKFH,DrDadabhoy
ProfKFH,drlettycgarcia
ProfKFH,DrDadabhoy
shakespearelovr,emeramchugh
shakespearelovr,noraj_williams
shakespearelovr,thea987
ProfKFH,DrDadabhoy
ProfKFH,prof_nmehdiz
ProfKFH,DrDadabhoy
ProfKFH,DrDadabhoy
noraj_williams,emeramchugh
wynkenhimself,Exhaust_Fumes
crowneofbookes,aldebaran_turns
simonfp1,bkadams
necverbum,DrPeteKirwan
aewaiwhy,Elysabethgrace
DrFarahKC,ADietering
DrFarahKC,DrFarahKC
thea987,gwayvt
thea987,vicorredera
prof_nmehdiz,DrDadabhoy
thea987,gwayvt
thea987,vicorredera
aliciaandrz,sydneeisanelf
aliciaandrz,thechastemaid
Lillie_Arnott,EngenderStage
Lillie_Arnott,lucycmunro
noraj_williams,wynkenhimself
lauradefurio,S_moores
lauradefurio,DigiCavendish
EmmaDepledge1,DigiCavendish
rgwakeman,KathrynVSantos
rgwakeman,wynkenhimself
thea987,emeramchugh
thea987,noraj_williams
thea987,thea987
JJMcEvilla,aventure_yfalle
ERLathrop,ashleymomara
BlueArmyMan117,ashleymomara
DrDadabhoy,drlettycgarcia
NealDCurtis,djbduncan
NealDCurtis,OUPAcademic
DrDadabhoy,ProfKFH
DrDadabhoy,AmericanMoor
DrDadabhoy,lucycmunro
andykesson,jmbnpa
andykesson,LinZ_PhD
noraj_williams,KathrynVSantos
noraj_williams,ERLathrop
emeramchugh,noraj_williams
emeramchugh,thea987
Shxperienced,jmgmbl
Shxperienced,keenera
gau_kimm,DrPeteKirwan
c_perry,ERLathrop
dtblackwell,GoodTickleBrain
shakespearelovr,shakespearelovr
shakespearelovr,noraj_williams
shakespearelovr,thea987
shakespearelovr,emeramchugh
Spinazieacademi,rare_cooking
Nicosia_Marissa,rare_cooking
Nicosia_Marissa,rare_cooking
MiraAssafK,DrDadabhoy
MiraAssafK,DrFarahKC
JasonDrytares1,lisrobinson
old_line_plate,rare_cooking
shakespearelovr,noraj_williams
shakespearelovr,thea987
shakespearelovr,emeramchugh
shakespearelovr,noraj_williams
shakespearelovr,thea987
shakespearelovr,emeramchugh
RickGodden,JonathanHsy
shakespearelovr,andykesson
shakespearelovr,pakhimie
shakespearelovr,prof_nmehdiz
andykesson,pakhimie
KathrynVSantos,DrPeteKirwan
gwayvt,DrPeteKirwan
jonathanhholmes,MoxyMolly
jotis13,EpistolaryBrown
DerekVindice,pagestostages
MajikMouse,ERendek
EpistolaryBrown,jotis13
emeramchugh,KathrynVSantos
nrhelms,JonathanHsy
humanitiesremix,gwayvt
lorenabmir,_MelEvans
Real_Person_DH,EpistolaryBrown
Real_Person_DH,Mattie_Burkert
Real_Person_DH,Laura_Estill
eyates33,crowneofbookes
eyates33,lucycmunro
ERLathrop,noraj_williams
jotis13,charlenevsmith
ERLathrop,andykesson
ERLathrop,lucycmunro
DerekVindice,bkadams
DerekVindice,AlanStewart50
eyates33,andykesson
eyates33,lucycmunro
emeramchugh,eoin_price
DerekVindice,noraj_williams
andykesson,trickyholly
jotis13,EpistolaryBrown
jotis13,FolgerLibrary
sharon_howard,EpistolaryBrown
sharon_howard,jotis13
JonathanHsy,DrSamiSchalk
charlenevsmith,andykesson
charlenevsmith,lucycmunro
JonathanHsy,ehlastigirl
noraj_williams,prof_nmehdiz
JonathanHsy,cameronmcnabb
sharon_howard,EpistolaryBrown
sharon_howard,jotis13
noraj_williams,andykesson
noraj_williams,pakhimie
GrubStreetWomen,S_moores
GrubStreetWomen,DigiCavendish
GrubStreetWomen,jotis13
GrubStreetWomen,andrew_s_brown
GrubStreetWomen,jotis13
ronanhatfull,LauOrtizMercado
ronanhatfull,pcaaca
KathyAcheson,aliciaandrz
andykesson,lucycmunro
harrymccarthy,EngenderStage
EpistolaryBrown,timgradtim
jotis13,_MelEvans
emeramchugh,lucycmunro
gwayvt,S_moores
gwayvt,DigiCavendish
DrSusanAnderson,EngenderStage
crowneofbookes,lucycmunro
bkadams,aliciaandrz
EpistolaryBrown,_MelEvans
DrSusanAnderson,emeramchugh
DrSusanAnderson,lucycmunro
DrSusanAnderson,ashleymomara
DrSusanAnderson,lucycmunro
MarGalarrita,aliciaandrz
emeramchugh,aliciaandrz
emeramchugh,lucycmunro
JonathanHsy,andykesson
JonathanHsy,B4Shakes
JonathanHsy,lucycmunro
gwayvt,KathrynVSantos
gwayvt,aliciaandrz
ERLathrop,aliciaandrz
ERLathrop,crowneofbookes
ERLathrop,lucycmunro
DrSusanAnderson,crowneofbookes
DrSusanAnderson,lucycmunro
emeramchugh,lucycmunro
jennpark,EngenderStage
jennpark,lucycmunro
emeramchugh,lucycmunro
EpistolaryBrown,jotis13
crowneofbookes,lucycmunro
eyates33,lucycmunro
DrSusanAnderson,lucycmunro
mandyzoch,lisrobinson
EngenderStage,lucycmunro
andykesson,B4Shakes
andykesson,lucycmunro
EpistolaryBrown,jotis13
noraj_williams,ashleymomara
emeramchugh,lucycmunro
noraj_williams,lucycmunro
SC_Coursey,ADietering
SC_Coursey,DrFarahKC
BlueArmyMan117,ashleymomara
ERLathrop,ashleymomara
jennpark,DrDadabhoy
jennpark,DrFarahKC
EpistolaryBrown,jotis13
timgradtim,owilliamsdc
timgradtim,timgradtim
ERLathrop,andykesson
ERLathrop,pakhimie
DrSusanAnderson,noraj_williams
ERLathrop,noraj_williams
DrSusanAnderson,emeramchugh
jtootalian,S_moores
jtootalian,DigiCavendish
EpistolaryBrown,jotis13
ERLathrop,DerekVindice
EpistolaryBrown,jotis13
JJMcEvilla,jotis13
andykesson,pakhimie
andrew_s_brown,jotis13
prof_nmehdiz,ADietering
prof_nmehdiz,DrFarahKC
_MelEvans,jotis13
owilliamsdc,timgradtim
DrSusanAnderson,emeramchugh
EpistolaryBrown,jotis13
EpistolaryBrown,jotis13
EpistolaryBrown,jotis13
aewaiwhy,DrDadabhoy
aewaiwhy,pakhimie
EpistolaryBrown,jotis13
DrSusanAnderson,ashleymomara
DrSusanAnderson,BarracudaParis
MarGalarrita,ashleymomara
DrSusanAnderson,DerekVindice
eyates33,ashleymomara
aewaiwhy,DrDadabhoy
aewaiwhy,pakhimie
melindajgough,EngenderStage
MarGalarrita,andykesson
EpistolaryBrown,jotis13
KathrynVSantos,ADietering
KathrynVSantos,DrFarahKC
MarGalarrita,andykesson
MarGalarrita,pakhimie
melindajgough,MrShaxper
ERLathrop,EngenderStage
EpistolaryBrown,jotis13
profchander,proynz
profchander,pakhimie
ERLathrop,DrDadabhoy
ERLathrop,pakhimie
ERLathrop,ashleymomara
DrSusanAnderson,DrDadabhoy
DrSusanAnderson,pakhimie
DrSusanAnderson,EngenderStage
BlueArmyMan117,ashleymomara
timgradtim,Laura_Estill
randall_rmartin,LostPlayhouse
noraj_williams,ashleymomara
noraj_williams,pakhimie
EpistolaryBrown,jotis13
DrDadabhoy,pakhimie
JJMcEvilla,Laura_Estill
JJMcEvilla,Mattie_Burkert
EpistolaryBrown,Mattie_Burkert
EpistolaryBrown,Laura_Estill
ashleymomara,pakhimie
ERLathrop,DrDadabhoy
ERLathrop,pakhimie
ERLathrop,emeramchugh
ERLathrop,pakhimie
owilliamsdc,Mattie_Burkert
ShakespeareLang,_MelEvans
ERLathrop,emeramchugh
ERLathrop,pakhimie
ERLathrop,andykesson
ERLathrop,pakhimie
DrSusanAnderson,pakhimie
emeramchugh,DrDadabhoy
emeramchugh,pakhimie
EpistolaryBrown,Mattie_Burkert
MarGalarrita,andykesson
MarGalarrita,pakhimie
DrDadabhoy,pakhimie
emeramchugh,pakhimie
JonathanHsy,emeramchugh
JonathanHsy,pakhimie
JonathanHsy,andykesson
JonathanHsy,pakhimie
JonathanHsy,andykesson
JonathanHsy,pakhimie
profchander,andykesson
profchander,pakhimie
andykesson,pakhimie
EpistolaryBrown,Mattie_Burkert
crowneofbookes,pakhimie
MarGalarrita,DrDadabhoy
MarGalarrita,pakhimie
owilliamsdc,Mattie_Burkert
owilliamsdc,NEHgov
EpistolaryBrown,Mattie_Burkert
DrSusanAnderson,DrDadabhoy
DrSusanAnderson,pakhimie
emeramchugh,pakhimie
DrDadabhoy,pakhimie
andykesson,pakhimie
ashleymomara,pakhimie
EpistolaryBrown,Mattie_Burkert
DrSusanAnderson,EngenderStage
profchander,emeramchugh
profchander,pakhimie
EpistolaryBrown,Mattie_Burkert
emeramchugh,pakhimie
DrSusanAnderson,crowneofbookes
DrSusanAnderson,pakhimie
DrSusanAnderson,pakhimie
EpistolaryBrown,Mattie_Burkert
BlueArmyMan117,ashleymomara
JJMcEvilla,Mattie_Burkert
crowneofbookes,pakhimie
andykesson,pakhimie
emeramchugh,pakhimie
owilliamsdc,S_moores
owilliamsdc,DigiCavendish
pagestostages,DrDadabhoy
noraj_williams,EngenderStage
noraj_williams,pakhimie
HistorySara,Nicosia_Marissa
HistorySara,rare_cooking
barbarrett,EngenderStage
DigiCavendish,S_moores
DigiCavendish,DigiCavendish
eyates33,DrDadabhoy
ERLathrop,DrPeteKirwan
ERLathrop,DrSusanAnderson
S_moores,DigiCavendish
DrSusanAnderson,DrDadabhoy
ERLathrop,EngenderStage
ERLathrop,DrDadabhoy
HelenRingrow,_MelEvans
Amy_C_Watson,Literature_CUP
owilliamsdc,EpistolaryBrown
c_perry,andykesson
emeramchugh,DrPeteKirwan
emeramchugh,DrSusanAnderson
gwayvt,ADietering
gwayvt,DrFarahKC
gwayvt,HurlyBurlyShake
gwayvt,Thisbysmantle
gwayvt,mediaShakes
ADietering,DrFarahKC
DrPeteKirwan,DrSusanAnderson
ERLathrop,emeramchugh
c_perry,DrDadabhoy
c_perry,DrFarahKC
owilliamsdc,GoodTickleBrain
LinZ_PhD,jmbnpa
professor_chess,jwindholz
professor_chess,asexuality
jwindholz,asexuality
proynz,pakhimie
dennistenen,djbduncan
dennistenen,OUPAcademic
eyates33,DrDadabhoy
